SUBDIVISION,JAN,FEB,MAR,APR
WEST RAJASTHAN,2.5,1.5,0.2,0
WEST RAJASTHAN,21.4,15.4,6.7,0.1
WEST RAJASTHAN,1.8,2.9,0,0.1
WEST RAJASTHAN,1.4,0.3,1.7,0
WEST RAJASTHAN,0.1,0,6.4,5.1
WEST RAJASTHAN,0,3.7,0.5,0.4
WEST RAJASTHAN,5.9,0,0,0.8
WEST RAJASTHAN,1.6,13.4,0.6,0
WEST RAJASTHAN,2.4,2.1,3.3,0.9
WEST RAJASTHAN,3.1,0.2,6.1,1
WEST RAJASTHAN,19.7,0,5.1,0.2
WEST RAJASTHAN,2.2,0,0.3,0.4
WEST RAJASTHAN,0.7,2.8,0.8,5
WEST RAJASTHAN,0.2,0,3,0.2
WEST RAJASTHAN,5.2,12.5,0.2,5.6
WEST RAJASTHAN,0.8,0.2,7.8,2.3
WEST RAJASTHAN,0.1,0.6,5.7,1.5
WEST RAJASTHAN,0.6,0.3,0.5,0.4
WEST RAJASTHAN,3.6,1.3,3.2,2.7
WEST RAJASTHAN,0.1,11.4,1.5,0.1
WEST RAJASTHAN,0,0,59,2.1
WEST RAJASTHAN,2.9,6.2,2.9,0
WEST RAJASTHAN,1,1.2,1.1,1
WEST RAJASTHAN,4.5,18.4,2.3,0.2
WEST RAJASTHAN,3.4,0.4,0.2,1.1
WEST RAJASTHAN,1.1,0.8,0,2.4
WEST RAJASTHAN,0.6,0.4,0,0
WEST RAJASTHAN,0,0,0,1
WEST RAJASTHAN,1.1,0.3,0.8,0.1
WEST RAJASTHAN,4.2,4.7,0.4,2
WEST RAJASTHAN,8.1,0.6,0.1,4.9
WEST RAJASTHAN,0.1,11.6,4.4,5.3
WEST RAJASTHAN,2.9,25.5,1.7,0.7
WEST RAJASTHAN,0.4,0.1,5.4,0.4
WEST RAJASTHAN,5.3,2.6,7.3,0
WEST RAJASTHAN,11.3,4,12.3,27.7
WEST RAJASTHAN,2.8,0.8,2.1,36.1
WEST RAJASTHAN,0.1,2.8,0.1,1.1
WEST RAJASTHAN,0.3,0,0.6,8.9
WEST RAJASTHAN,0.5,10.4,2.4,0.3
WEST RAJASTHAN,6.7,0.5,5.7,0.9
WEST RAJASTHAN,0.8,0.5,6.9,3.2
WEST RAJASTHAN,8.6,0,1.3,1
WEST RAJASTHAN,0,25.2,0.2,1.4
WEST RAJASTHAN,0.2,4,0,13.6
WEST RAJASTHAN,9.6,7.4,1.3,0.7
WEST RAJASTHAN,2.2,3.3,2,3
WEST RAJASTHAN,10.7,0.3,0.4,9.9
WEST RAJASTHAN,8.2,8,2.2,3
WEST RAJASTHAN,2.2,3.2,2.5,2.3
WEST RAJASTHAN,1.1,0.2,5.5,10.6
WEST RAJASTHAN,0,8.7,4.5,5.6
WEST RAJASTHAN,6.4,3.1,0.2,0
WEST RAJASTHAN,0.5,0.5,0.3,3.1
WEST RAJASTHAN,0.5,1.1,0.1,9.5
WEST RAJASTHAN,0.3,2.6,1,1.4
WEST RAJASTHAN,2.5,21.2,0.8,0.4
WEST RAJASTHAN,2.4,0,0,4.8
WEST RAJASTHAN,1.4,14.2,8.7,6.3
WEST RAJASTHAN,0,0,16.9,3.4
WEST RAJASTHAN,0,34.9,22,2.3
WEST RAJASTHAN,1.6,0.2,0.8,18.2
WEST RAJASTHAN,2.9,2.8,5.3,1.6
WEST RAJASTHAN,1.9,1.7,0.6,0.6
WEST RAJASTHAN,0,11.8,1.5,1.5
WEST RAJASTHAN,0.5,0,0,9.5
WEST RAJASTHAN,8.6,21.8,4.2,3.1
WEST RAJASTHAN,0.8,2.2,4.7,8.4
WEST RAJASTHAN,1.4,0.9,30.3,25.2
EAST RAJASTHAN,21.6,8.9,2.9,0.7
EAST RAJASTHAN,4.1,0.7,0,1.8
EAST RAJASTHAN,1.9,0.7,1.3,0.1
EAST RAJASTHAN,4.3,5.5,21.7,0.2
EAST RAJASTHAN,4.1,8.8,3.2,1.6
EAST RAJASTHAN,0.2,23.1,6.2,0
EAST RAJASTHAN,6.3,35.7,7,14.3
EAST RAJASTHAN,13.9,0.8,1.6,0.4
EAST RAJASTHAN,4.9,1.4,0,43.2
EAST RAJASTHAN,7.9,1.1,0,1.9
EAST RAJASTHAN,13.6,0.5,18.3,0.7
EAST RAJASTHAN,9.7,5.2,1.7,2.7
EAST RAJASTHAN,0,9.5,0.8,0.1
EAST RAJASTHAN,0,0.9,0.9,2
EAST RAJASTHAN,19,30.2,33.2,2.3
EAST RAJASTHAN,0,3.2,0,0.3
EAST RAJASTHAN,3.6,8.8,4.1,11
EAST RAJASTHAN,4,0,2.4,0.7
EAST RAJASTHAN,29.2,0,0.7,5.3
EAST RAJASTHAN,8.6,3.7,2.8,0.5
EAST RAJASTHAN,18.3,0,0,0.2
EAST RAJASTHAN,6,0.4,0,0.3
EAST RAJASTHAN,2,8.5,3.7,0.6
EAST RAJASTHAN,13.6,5.8,0,0.1
EAST RAJASTHAN,0.1,0,0,0.1
EAST RAJASTHAN,6.1,1.1,28.7,2.5
EAST RAJASTHAN,0,9.4,0.5,1.9
EAST RAJASTHAN,2.9,16.4,0.6,0.1
EAST RAJASTHAN,3.6,1.5,0,4
EAST RAJASTHAN,16.7,1,0.2,0.4
EAST RAJASTHAN,0.4,2.2,2.2,0.1
EAST RAJASTHAN,0.3,0.6,14,5.4
EAST RAJASTHAN,0.3,5.8,1.5,22.3
EAST RAJASTHAN,4.5,0,13.3,0.3
EAST RAJASTHAN,14.8,5.8,0.7,10.5
EAST RAJASTHAN,1.7,4.9,13.8,0.3
EAST RAJASTHAN,0,12.2,0.5,1
EAST RAJASTHAN,6.2,0,0.1,0.1
EAST RAJASTHAN,1.6,12.7,9.3,0
EAST RAJASTHAN,26,16.9,15.9,2.1
EAST RAJASTHAN,11.7,9,2,0
EAST RAJASTHAN,15.9,9.9,0,2.1
EAST RAJASTHAN,7.4,0.1,0,4.8
EAST RAJASTHAN,20.1,6.9,24.4,7.9
EAST RAJASTHAN,15.5,0,0.1,6.8
EAST RAJASTHAN,0,10.3,0,1.4
EAST RAJASTHAN,6.6,2.5,0.6,0.5
EAST RAJASTHAN,39.2,11.9,1.9,0.3
EAST RAJASTHAN,1.1,0.9,0.1,0.2
EAST RAJASTHAN,0.9,0.2,3.4,0
EAST RAJASTHAN,1.9,0,6.2,2.8
EAST RAJASTHAN,0.7,3.3,0.9,2.1
EAST RAJASTHAN,32.3,0,0,1.4
EAST RAJASTHAN,3.9,19.6,4.8,0
EAST RAJASTHAN,9.5,3.6,0.7,0
EAST RAJASTHAN,6,0.6,9.8,0.2
EAST RAJASTHAN,26.5,0.1,13.4,0.6
EAST RAJASTHAN,3.9,0.7,0.8,0.5
EAST RAJASTHAN,6,0.1,0.2,3.8
EAST RAJASTHAN,1.8,0,7,1.2
EAST RAJASTHAN,11.9,7,0,0.6
EAST RAJASTHAN,1.1,1.5,3.6,2.1
EAST RAJASTHAN,0.4,1.4,1,2.7
EAST RAJASTHAN,0,0,0,0.1
EAST RAJASTHAN,4.6,4.2,1.9,3.1
EAST RAJASTHAN,0.1,2.6,0,0
EAST RAJASTHAN,0,0,57.4,1.4
EAST RAJASTHAN,8.6,1.5,6.6,0.1
EAST RAJASTHAN,3.5,1.1,1.7,1.9
EAST RAJASTHAN,6.7,25.3,1.7,0.1
EAST RAJASTHAN,2.8,0.7,0.1,1.2
EAST RAJASTHAN,0.4,4.4,0,1.1
EAST RAJASTHAN,3.3,3.2,0.6,0.1
EAST RAJASTHAN,0,0,0.4,0.2
EAST RAJASTHAN,1.2,0.5,1.4,0.2
EAST RAJASTHAN,8.7,6.4,0.1,1.4
EAST RAJASTHAN,10.8,2.3,0.1,6.4
EAST RAJASTHAN,0.3,10.3,4.1,2.5
EAST RAJASTHAN,6.6,25.8,2.8,0.9
EAST RAJASTHAN,0.7,0.5,3.6,0.1
EAST RAJASTHAN,4.4,0.8,4.7,0.2
EAST RAJASTHAN,16.7,4.4,7.1,16.6
EAST RAJASTHAN,3.6,1.6,0.1,29.4
EAST RAJASTHAN,1.2,0.3,0,0.3
EAST RAJASTHAN,0.9,0.1,0.6,3.9
EAST RAJASTHAN,3.7,21.3,1.1,0.6
EAST RAJASTHAN,11.2,4.6,1.5,0.1
EAST RAJASTHAN,1.9,1.4,6.4,4.3
EAST RAJASTHAN,6.8,0.1,2.2,0.1
EAST RAJASTHAN,0,27.5,1,0.7
EAST RAJASTHAN,0.2,2.5,0.4,11
EAST RAJASTHAN,7.1,2.3,2.9,0.5
EAST RAJASTHAN,0.2,8.8,4,4
EAST RAJASTHAN,23.3,0.9,0.5,7.1
EAST RAJASTHAN,29.8,2.9,7,0.7
EAST RAJASTHAN,3.8,5.2,1.4,3
EAST RAJASTHAN,0.8,0.2,1.7,10.2
EAST RAJASTHAN,0,1.8,3.7,3.4
EAST RAJASTHAN,1.6,4.9,0.1,0.1
EAST RAJASTHAN,0.3,0.6,0.4,2.3
EAST RAJASTHAN,0.9,0.1,0.3,6.4
EAST RAJASTHAN,1.6,11,0.1,1.2
EAST RAJASTHAN,4.1,21.4,0.5,0.2
EAST RAJASTHAN,2.5,0,0,2.2
EAST RAJASTHAN,0.4,3.6,5.7,6.2
EAST RAJASTHAN,0,0,11.9,0.4
EAST RAJASTHAN,0.7,16.8,10.6,1.5
EAST RAJASTHAN,0.1,0,0.5,9
EAST RAJASTHAN,0.5,0.2,2.4,0.2
EAST RAJASTHAN,1.9,2.4,0.5,0.4
EAST RAJASTHAN,0,11.2,0.2,0.5
EAST RAJASTHAN,1.9,0,0,3.6
EAST RAJASTHAN,1.4,21.7,0.4,3.2
EAST RAJASTHAN,28.4,10,6.4,7.3
EAST RAJASTHAN,12.1,0.1,55.9,15.9
WEST MADHYA PRADESH,25.8,5.8,5.8,2.8
WEST MADHYA PRADESH,22.1,8.4,0,2
WEST MADHYA PRADESH,5.3,0,0,0
WEST MADHYA PRADESH,3.2,15.5,14.8,0
WEST MADHYA PRADESH,3.5,4.4,1.1,0.8
WEST MADHYA PRADESH,0,11,6.8,0
WEST MADHYA PRADESH,5.2,25.1,0.6,12.3
WEST MADHYA PRADESH,12.1,0.6,10.1,1.5
WEST MADHYA PRADESH,3.5,2.1,0.4,24.8
WEST MADHYA PRADESH,1.5,0,0.3,0.3
WEST MADHYA PRADESH,16.2,0.5,3.5,0
WEST MADHYA PRADESH,2.1,8.4,0.1,0.4
WEST MADHYA PRADESH,0,7.6,3,0
WEST MADHYA PRADESH,0,2.6,7.4,4.1
WEST MADHYA PRADESH,9.5,24.5,34.3,5.4
WEST MADHYA PRADESH,0,8.6,0,0.2
WEST MADHYA PRADESH,8.3,23.1,4.5,1.9
WEST MADHYA PRADESH,0.3,1.5,2,0.1
WEST MADHYA PRADESH,43.8,1.7,0.4,4.2
WEST MADHYA PRADESH,54.1,1,2.1,0.2
WEST MADHYA PRADESH,28.6,0.3,0,0
WEST MADHYA PRADESH,31.5,3.5,0,0
WEST MADHYA PRADESH,0.9,2.7,8.4,2.6
WEST MADHYA PRADESH,11.9,3.4,0.5,0.6
WEST MADHYA PRADESH,0,0,0,0
WEST MADHYA PRADESH,16,0.8,8.8,2.5
WEST MADHYA PRADESH,0,1.7,6.5,0.5
WEST MADHYA PRADESH,0.4,31.9,2.8,0
WEST MADHYA PRADESH,6.3,8.8,0.1,4.8
WEST MADHYA PRADESH,3,0.3,0,2.2
WEST MADHYA PRADESH,2.2,1.4,0.4,0.1
WEST MADHYA PRADESH,0,2.9,12.7,2.6
WEST MADHYA PRADESH,0.2,5,2.1,11.7
WEST MADHYA PRADESH,7,0,6,0.8
WEST MADHYA PRADESH,5.3,2.9,0,7.8
WEST MADHYA PRADESH,2.6,6,17.5,2.5
WEST MADHYA PRADESH,1,12.1,6.1,8.1
WEST MADHYA PRADESH,8.7,0,1.5,0.8
WEST MADHYA PRADESH,6.2,0.9,8.2,0.2
WEST MADHYA PRADESH,10.4,4.5,6.1,1.8
WEST MADHYA PRADESH,19.2,19.9,5.5,0.7
WEST MADHYA PRADESH,28.2,28.3,0.7,1.5
WEST MADHYA PRADESH,25.1,0,0,3.5
WEST MADHYA PRADESH,15.8,14.8,34.1,2.6
WEST MADHYA PRADESH,22.2,0,0,3.6
WEST MADHYA PRADESH,0,10.9,0.1,3
WEST MADHYA PRADESH,18.3,3.9,2.3,3.8
WEST MADHYA PRADESH,36.6,6.7,0.7,0.9
WEST MADHYA PRADESH,0,3.4,0.4,0.3
WEST MADHYA PRADESH,2.4,2,15,0.3
WEST MADHYA PRADESH,5.3,0.4,6,0.5
WEST MADHYA PRADESH,0.7,8.9,1.7,1.7
WEST MADHYA PRADESH,19.1,0,0,2
WEST MADHYA PRADESH,12.3,11.9,5.4,0.1
WEST MADHYA PRADESH,26.8,2.2,0.6,1.5
WEST MADHYA PRADESH,10.9,0.8,3.5,0.4
WEST MADHYA PRADESH,12.5,0.1,30.4,5.6
WEST MADHYA PRADESH,3.2,1.3,1.4,3.2
WEST MADHYA PRADESH,23,0.1,0.2,4
WEST MADHYA PRADESH,25.2,0,12.4,1.4
WEST MADHYA PRADESH,22,1.8,0.5,0.7
WEST MADHYA PRADESH,6.7,4.9,7.8,8.4
WEST MADHYA PRADESH,6.1,5.5,2.5,3
WEST MADHYA PRADESH,0,0,2.2,0
WEST MADHYA PRADESH,4.8,0.7,1.6,2
WEST MADHYA PRADESH,4,0.9,2.2,0.1
WEST MADHYA PRADESH,0,0,31.9,2.5
WEST MADHYA PRADESH,9.2,2,9.7,1.2
WEST MADHYA PRADESH,5.7,0.3,0,0.2
WEST MADHYA PRADESH,19.9,12.1,8.3,0.5
WEST MADHYA PRADESH,5.4,2,1.2,2.8
WEST MADHYA PRADESH,0.1,3.7,0.1,0.1
WEST MADHYA PRADESH,0.1,5.2,0,0.3
WEST MADHYA PRADESH,0.2,0.6,0.3,0.7
WEST MADHYA PRADESH,1.2,3.4,0.6,0.2
WEST MADHYA PRADESH,7.3,0.7,3.4,3.8
WEST MADHYA PRADESH,2.5,5.3,4.9,3
WEST MADHYA PRADESH,3.5,15.7,5.5,4
WEST MADHYA PRADESH,21.3,35.2,8.5,0.2
WEST MADHYA PRADESH,0.4,0.7,0.5,0.2
WEST MADHYA PRADESH,4.3,0.4,10.1,0.1
WEST MADHYA PRADESH,44.8,4.7,3.2,2.7
WEST MADHYA PRADESH,4.8,0.6,0.1,13.7
WEST MADHYA PRADESH,15.2,6.1,0,0.1
WEST MADHYA PRADESH,2.1,0,0.2,4.5
WEST MADHYA PRADESH,9.5,40.5,2.5,0.2
WEST MADHYA PRADESH,25.7,13.2,0.6,0
WEST MADHYA PRADESH,3.5,0.6,2.2,5.1
WEST MADHYA PRADESH,2.3,0.2,9.4,0.2
WEST MADHYA PRADESH,0.7,9.3,1.3,1
WEST MADHYA PRADESH,0.1,3.6,1.3,3.3
WEST MADHYA PRADESH,0.1,0.2,0.1,0.1
WEST MADHYA PRADESH,0,5,7.2,0.6
WEST MADHYA PRADESH,14.7,5.4,0.2,5.5
WEST MADHYA PRADESH,14.7,0.8,15.6,1.4
WEST MADHYA PRADESH,10.3,4.7,2.2,0.4
WEST MADHYA PRADESH,3,0,0.7,4
WEST MADHYA PRADESH,2.5,0.6,8.9,1.9
WEST MADHYA PRADESH,0.9,31,0,0
WEST MADHYA PRADESH,0.1,NA,0.1,0.1
WEST MADHYA PRADESH,2.1,0,1.1,6
WEST MADHYA PRADESH,0.4,19.7,1.5,1.7
WEST MADHYA PRADESH,1.1,21.1,0.1,1
WEST MADHYA PRADESH,16.8,0,0,0.4
WEST MADHYA PRADESH,13.7,3.1,12.3,6.1
WEST MADHYA PRADESH,0,0,44.3,3.3
WEST MADHYA PRADESH,1.7,11.5,2.6,0.6
WEST MADHYA PRADESH,0.4,0,2.5,2.5
WEST MADHYA PRADESH,5.5,0,0.1,1.3
WEST MADHYA PRADESH,2.2,5.4,0.8,0.1
WEST MADHYA PRADESH,0,1.7,0.1,1.8
WEST MADHYA PRADESH,6.2,0,0,0.9
WEST MADHYA PRADESH,1.7,31.1,8.5,2.8
WEST MADHYA PRADESH,25.6,34.4,4.6,1.4
WEST MADHYA PRADESH,40.2,6.4,53.5,13.3
EAST MADHYA PRADESH,48.5,38.1,15.7,10.7
EAST MADHYA PRADESH,14.9,8.9,0,3.6
EAST MADHYA PRADESH,5.6,2.9,0.3,0.9
EAST MADHYA PRADESH,2,15.3,48.2,0
EAST MADHYA PRADESH,15.9,8,14.3,12.3
EAST MADHYA PRADESH,12.1,28.3,30.8,0
EAST MADHYA PRADESH,7,103.1,4.5,30.5
EAST MADHYA PRADESH,18.2,17,9.4,1.4
EAST MADHYA PRADESH,19.8,16.3,5.3,72.4
EAST MADHYA PRADESH,10,0.1,0.2,2.6
EAST MADHYA PRADESH,22.7,0.8,15.9,0.8
EAST MADHYA PRADESH,8.4,46,0.2,4.8
EAST MADHYA PRADESH,1.3,58.4,22.7,0
EAST MADHYA PRADESH,0.1,9.3,56.1,19.8
EAST MADHYA PRADESH,16.2,36.7,52.6,8.3
EAST MADHYA PRADESH,0,26.6,0.1,2.2
EAST MADHYA PRADESH,5.8,39.3,25.4,6.4
EAST MADHYA PRADESH,1.2,6.5,2.3,1.2
EAST MADHYA PRADESH,120.7,29.7,10.8,9.2
EAST MADHYA PRADESH,12.2,1.7,17,6.3
EAST MADHYA PRADESH,24.4,3.4,0,0.5
EAST MADHYA PRADESH,39.1,6.1,0.5,2.5
EAST MADHYA PRADESH,5.1,9.8,20,2.1
EAST MADHYA PRADESH,29.4,9,7.2,1.1
EAST MADHYA PRADESH,0.1,0,0,0.2
EAST MADHYA PRADESH,21.1,3.1,49.2,41
EAST MADHYA PRADESH,8.4,18.7,44.4,1.8
EAST MADHYA PRADESH,15.7,52.8,9.1,1
EAST MADHYA PRADESH,30,17.4,0.2,11.2
EAST MADHYA PRADESH,2.1,3.5,3,31.3
EAST MADHYA PRADESH,13.7,29.5,9,3.3
EAST MADHYA PRADESH,0,22.5,13.9,2.4
EAST MADHYA PRADESH,8.4,44,18.8,29.5
EAST MADHYA PRADESH,15.9,0.1,10.5,2.2
EAST MADHYA PRADESH,21.5,17.2,0.2,19.1
EAST MADHYA PRADESH,10.2,31.6,22,10.4
EAST MADHYA PRADESH,0.1,59.7,11.2,43.5
EAST MADHYA PRADESH,52.3,11.5,6.4,2.6
EAST MADHYA PRADESH,36.4,19.3,20,6.4
EAST MADHYA PRADESH,3.4,15.9,16,6.6
EAST MADHYA PRADESH,30,35.7,15.2,3.1
EAST MADHYA PRADESH,40.8,79.8,10.2,5
EAST MADHYA PRADESH,115.6,1.8,0,10.7
EAST MADHYA PRADESH,29.6,68.4,87.3,10.7
EAST MADHYA PRADESH,42.5,0.7,0,30
EAST MADHYA PRADESH,0,23.2,0.9,13.5
EAST MADHYA PRADESH,50.5,26.5,19.6,1.7
EAST MADHYA PRADESH,66.1,11,3.6,3.2
EAST MADHYA PRADESH,2,15.4,2.8,1.5
EAST MADHYA PRADESH,15.1,27.7,35.9,1.7
EAST MADHYA PRADESH,19.3,21,44.5,16.5
EAST MADHYA PRADESH,1.1,27.1,8.8,2.9
EAST MADHYA PRADESH,16.4,4.8,0,7.1
EAST MADHYA PRADESH,16.6,12.2,6.4,3.1
EAST MADHYA PRADESH,70.9,3,1.6,3
EAST MADHYA PRADESH,14.1,5.5,6.6,1.7
EAST MADHYA PRADESH,20.8,0.9,63.8,17.9
EAST MADHYA PRADESH,8.1,17,14.2,6
EAST MADHYA PRADESH,49.1,3.8,1.4,8.1
EAST MADHYA PRADESH,46.8,0.1,24.6,6.2
EAST MADHYA PRADESH,29,11.2,3.8,5.8
EAST MADHYA PRADESH,12.8,23.1,21.5,9.5
EAST MADHYA PRADESH,7.2,13.5,5.7,16.2
EAST MADHYA PRADESH,0.2,8.1,2.2,1.3
EAST MADHYA PRADESH,4.6,0.9,15.3,12.5
EAST MADHYA PRADESH,13.2,3.8,1.9,0.7
EAST MADHYA PRADESH,0.2,0,53.3,1.1
EAST MADHYA PRADESH,35.7,12.1,8.8,3.5
EAST MADHYA PRADESH,8.3,2.7,1.1,0.7
EAST MADHYA PRADESH,60.6,29.4,36.3,1.4
EAST MADHYA PRADESH,34.6,8.3,11.4,13.6
EAST MADHYA PRADESH,0.4,10.4,0.1,2.3
EAST MADHYA PRADESH,1,29.3,0.1,1
EAST MADHYA PRADESH,0.2,6.8,1.3,0.1
EAST MADHYA PRADESH,11.8,11.3,13.1,0.1
EAST MADHYA PRADESH,13.5,2.4,5.6,14.6
EAST MADHYA PRADESH,10.3,4.6,4.6,7.4
EAST MADHYA PRADESH,22.3,73.6,30.5,5
EAST MADHYA PRADESH,47.5,45.4,2.5,0.4
EAST MADHYA PRADESH,9.5,4,4,0.6
EAST MADHYA PRADESH,13.6,1.1,24.3,2.1
EAST MADHYA PRADESH,86,13.4,9.7,1.7
EAST MADHYA PRADESH,10.5,12.4,0.2,7.9
EAST MADHYA PRADESH,53.7,37.6,0,3.4
EAST MADHYA PRADESH,42.7,6.2,0.3,5.5
EAST MADHYA PRADESH,11.7,99,19.8,1.4
EAST MADHYA PRADESH,37.7,44.9,8,0.1
EAST MADHYA PRADESH,7.1,17.6,4.6,5.6
EAST MADHYA PRADESH,0.4,0,18.5,0
EAST MADHYA PRADESH,0.8,31.1,2.2,2.1
EAST MADHYA PRADESH,3.5,7.8,16.1,3.4
EAST MADHYA PRADESH,0,0,0.5,0.4
EAST MADHYA PRADESH,0,12.2,15.8,1
EAST MADHYA PRADESH,9.5,10.7,0,9.9
EAST MADHYA PRADESH,24.1,8.9,47,3.2
EAST MADHYA PRADESH,39.1,15.9,3.5,1.9
EAST MADHYA PRADESH,4,0,0.6,7.4
EAST MADHYA PRADESH,29.7,5.7,24.1,5.2
EAST MADHYA PRADESH,1.5,21.2,0,0
EAST MADHYA PRADESH,0.1,0,0.1,0.1
EAST MADHYA PRADESH,2.3,0.8,2.4,23
EAST MADHYA PRADESH,1.8,29.6,1.2,0.2
EAST MADHYA PRADESH,0.7,59.6,2.2,1
EAST MADHYA PRADESH,19.8,0.4,0,1.7
EAST MADHYA PRADESH,35.2,10.6,27.4,3.4
EAST MADHYA PRADESH,0,0,50.3,14.2
EAST MADHYA PRADESH,7,26.3,8.6,2.9
EAST MADHYA PRADESH,1.4,4.1,8.9,2.5
EAST MADHYA PRADESH,14.8,1,1.8,2.7
EAST MADHYA PRADESH,2.9,10.4,0.1,0.7
EAST MADHYA PRADESH,0.6,1.9,0.3,7.1
EAST MADHYA PRADESH,39.4,0.7,0.6,1.1
EAST MADHYA PRADESH,2,43.4,14.1,9.5
EAST MADHYA PRADESH,32.1,49.7,17.8,5.1
EAST MADHYA PRADESH,37.3,11,73.4,25.8
GUJARAT REGION,4.2,0,0.6,1.6
GUJARAT REGION,3.9,0,0,0.6
GUJARAT REGION,0.3,0.1,1.4,0
GUJARAT REGION,0.8,10.6,16.8,0.2
GUJARAT REGION,0.1,0.7,1.1,0.3
GUJARAT REGION,0,12.7,0,0
GUJARAT REGION,0.3,14.6,0.2,2.1
GUJARAT REGION,5.2,0.3,0.2,0
GUJARAT REGION,0.1,0.5,0.1,5.5
GUJARAT REGION,0.6,0,0,0.1
GUJARAT REGION,3.5,0,18.9,0
GUJARAT REGION,0.1,0,0,0.2
GUJARAT REGION,0,0,0.1,0
GUJARAT REGION,0,3.7,0,0.2
GUJARAT REGION,7.5,1.9,12.1,1.6
GUJARAT REGION,0,0,0.2,0.1
GUJARAT REGION,0.4,7.4,0,5.3
GUJARAT REGION,0.4,0,0.2,0
GUJARAT REGION,6.1,0.1,0,1.3
GUJARAT REGION,44.1,1.8,0,0.2
GUJARAT REGION,0.8,0,0,0
GUJARAT REGION,2.1,0,0,0
GUJARAT REGION,0,5.2,1.5,4
GUJARAT REGION,1.4,0,0.4,0
GUJARAT REGION,0,0,0.1,0
GUJARAT REGION,6.5,0,0.9,2
GUJARAT REGION,0,4.9,0,0.2
GUJARAT REGION,0,0.2,0,0
GUJARAT REGION,1.9,0,0,5.5
GUJARAT REGION,2,0.2,0.2,0.1
GUJARAT REGION,0,0.1,0,0
GUJARAT REGION,0,0,0.8,0.4
GUJARAT REGION,0,3.4,0.7,3.5
GUJARAT REGION,0.1,0,0.7,0.3
GUJARAT REGION,7.3,0,0,1.6
GUJARAT REGION,0,1.8,1.3,0
GUJARAT REGION,0,4,0.2,0.1
GUJARAT REGION,0,0.1,0,0
GUJARAT REGION,0,1.1,3.1,0
GUJARAT REGION,11.3,4.4,10.1,2
GUJARAT REGION,1,12.5,0.1,0.7
GUJARAT REGION,2,13.7,0,0
GUJARAT REGION,0.1,0,0,0.6
GUJARAT REGION,2.9,0,5.1,2.3
GUJARAT REGION,7,0,0,1.9
GUJARAT REGION,0,2.1,0,1.1
GUJARAT REGION,0.4,0,0,40.4
GUJARAT REGION,11.7,0.4,0,0
GUJARAT REGION,0,0.1,0,0
GUJARAT REGION,0,0,0,0
GUJARAT REGION,0,0,0.4,0.3
GUJARAT REGION,0,0,0,0
GUJARAT REGION,12.6,0,0,0.1
GUJARAT REGION,0.1,2,5.5,0
GUJARAT REGION,0.3,0.1,0.1,0.7
GUJARAT REGION,0,0.1,0,0.1
GUJARAT REGION,2.3,0,0.2,0
GUJARAT REGION,1,0,0.3,1.1
GUJARAT REGION,0,0,0,2.8
GUJARAT REGION,1.6,0,0.2,0
GUJARAT REGION,0,0.6,0,0
GUJARAT REGION,0,0,1.4,1.3
GUJARAT REGION,1.4,0,0.9,0.3
GUJARAT REGION,0.1,0,0,0
GUJARAT REGION,7.4,0,0.6,0.4
GUJARAT REGION,0.2,0,0,0
GUJARAT REGION,0,0,42.1,0.4
GUJARAT REGION,0.1,0.3,1.2,0
GUJARAT REGION,0,0.2,0,0
GUJARAT REGION,0.2,1,0.1,0.1
GUJARAT REGION,0,0.1,0,0.3
GUJARAT REGION,0.1,2,0,0
GUJARAT REGION,0.2,0.7,0.1,0
GUJARAT REGION,0,0,0,0.6
GUJARAT REGION,0,0,0.7,0
GUJARAT REGION,3.2,0,0,0
GUJARAT REGION,3.9,0.1,0.2,0.1
GUJARAT REGION,0,1.1,0,2
GUJARAT REGION,1,4.6,0,0
GUJARAT REGION,0.1,0,0,0
GUJARAT REGION,1.3,0,0.7,0.1
GUJARAT REGION,0.4,0.1,0.1,2.6
GUJARAT REGION,0.1,0,0,8
GUJARAT REGION,0,0,0,0
GUJARAT REGION,0,0,0,0.8
GUJARAT REGION,0,0,0.1,0
GUJARAT REGION,0.4,0.5,0,0
GUJARAT REGION,0,0,0,2.5
GUJARAT REGION,1.3,0,0,0
GUJARAT REGION,0,3.3,0.2,0
GUJARAT REGION,0,0,0,0
GUJARAT REGION,0.8,0,0,0
GUJARAT REGION,0,1.7,0.1,0
GUJARAT REGION,7.2,0,0,0.1
GUJARAT REGION,2.2,0,0.2,0
GUJARAT REGION,1,0,0,0
GUJARAT REGION,0.7,0,0.2,3.3
GUJARAT REGION,0,0.1,0,0
GUJARAT REGION,0,2,0,0
GUJARAT REGION,0,0.1,0,0
GUJARAT REGION,6.1,0,0,0.2
GUJARAT REGION,4.1,0,0.1,0
GUJARAT REGION,0,6.1,0.1,0
GUJARAT REGION,0,0,0,0
GUJARAT REGION,0,0,0,0
GUJARAT REGION,0,0,0.8,0
GUJARAT REGION,0.1,0.4,0,0
GUJARAT REGION,0,0,0,3.1
GUJARAT REGION,0,0,0.3,0
GUJARAT REGION,0.2,0,0,0
GUJARAT REGION,0,0.2,0,0
GUJARAT REGION,0.1,0,0,0
GUJARAT REGION,0,0.9,0.1,4.6
GUJARAT REGION,5.7,0.1,0.2,1
GUJARAT REGION,1.8,0,6.1,5.5
SAURASHTRA & KUTCH,1.9,0,0.1,0.2
