SUBDIVISION,JAN,FEB,MAR,APR
JHARKHAND,14.7,47.8,41.7,15.4
JHARKHAND,0.2,38.1,89.6,15.6
JHARKHAND,41.6,4.2,2.5,7
JHARKHAND,8.8,61.4,19.9,31.2
JHARKHAND,76.4,12.5,0.7,34.9
JHARKHAND,34.5,65.3,46.6,29.1
JHARKHAND,45.8,27.4,0.4,25.6
JHARKHAND,0,16.1,16.7,68.5
JHARKHAND,12.1,24.1,45.9,2.8
JHARKHAND,26.7,18.7,17.7,8.4
JHARKHAND,21.8,16.2,15.5,57.4
JHARKHAND,1,14.8,31.4,1.9
JHARKHAND,5.1,0.4,48.9,24.2
JHARKHAND,3.9,10.7,24.2,36
JHARKHAND,35.3,11,0.8,7.4
JHARKHAND,12.4,8.4,4.3,3.5
JHARKHAND,43.6,9.8,5.9,5.1
JHARKHAND,13.9,25.7,50.3,5.8
JHARKHAND,56.3,24.7,30.6,2.4
JHARKHAND,11.5,39.8,20,24.8
JHARKHAND,51.6,5.6,5.2,17.5
JHARKHAND,6.6,0.5,29.3,1.9
JHARKHAND,8.9,84.3,1,4.6
JHARKHAND,8.2,15,4.3,31.1
JHARKHAND,2.8,7.8,9.9,23.3
JHARKHAND,2.2,12.2,4.7,18.9
JHARKHAND,0.8,8.7,26.6,31.3
JHARKHAND,24.7,3.8,0.2,10.5
JHARKHAND,8.6,1,39.9,24.2
JHARKHAND,34.4,9.4,5.5,4.7
JHARKHAND,6.2,4,5,34.7
JHARKHAND,24.3,16.6,28,8.4
JHARKHAND,43.4,24.3,2.1,95.6
JHARKHAND,8.6,46.5,0.2,9.1
JHARKHAND,10.6,15.2,23.9,7.1
JHARKHAND,2.6,0.5,24.3,3.3
JHARKHAND,17.2,13.4,26,10.1
JHARKHAND,0,23.1,7.2,25.2
JHARKHAND,19.2,8.1,3.8,47.9
JHARKHAND,10.5,50.9,45.3,28.4
JHARKHAND,22.4,38.7,6.1,19.5
JHARKHAND,13.6,14.9,37.1,21
JHARKHAND,40.7,33.5,20.1,40.9
JHARKHAND,8.4,23.6,77.3,30.9
JHARKHAND,4.3,33.1,9.9,44.4
JHARKHAND,33.4,26.2,1.6,14.1
JHARKHAND,19.1,9.1,1.6,8.8
JHARKHAND,6.9,21.2,3.8,25
JHARKHAND,5.9,10.1,10.9,30.3
JHARKHAND,3.1,37.1,42.2,23.7
JHARKHAND,1.9,0.3,2.8,0.1
JHARKHAND,0.8,48,22.2,15.4
JHARKHAND,19.3,8,31.1,11.2
JHARKHAND,2.3,6.1,0.6,8.8
JHARKHAND,1.7,2,16.1,32
JHARKHAND,17.7,23.8,0.6,20
JHARKHAND,13.7,9.7,22.4,4.3
JHARKHAND,17.1,24.4,4.9,8
JHARKHAND,9.5,3.7,1.5,29.4
JHARKHAND,76.3,20.6,54.1,33.8
JHARKHAND,0.6,0.1,0.1,1.5
JHARKHAND,3.6,21.2,6.3,19.6
JHARKHAND,1.9,4,30,14
JHARKHAND,9,5.4,10.7,11.5
JHARKHAND,3.3,30.5,33.6,17.9
JHARKHAND,5.5,2.7,3.1,41
JHARKHAND,22.1,17.5,17.7,9.6
JHARKHAND,0.3,0.2,22.4,15.7
JHARKHAND,1.7,48.4,25.5,22.3
JHARKHAND,19.4,3.6,6.2,10.7
JHARKHAND,1.8,0.8,2,0.8
JHARKHAND,0.2,2.3,0.9,6.3
JHARKHAND,3.3,2.5,6.4,25.4
JHARKHAND,34.6,10.3,1.5,9.6
JHARKHAND,1.1,17.9,1.6,22.3
JHARKHAND,9.9,47.5,22.9,1.9
JHARKHAND,12.2,2.6,21.6,55.5
BIHAR,51.8,19.6,11.9,1.1
BIHAR,4.6,0.7,24.3,17.3
BIHAR,5.3,4.7,2,4.7
BIHAR,6.3,1.7,3.5,5.3
BIHAR,16,30.1,32.6,21.4
BIHAR,14.4,56.9,8.6,0.9
BIHAR,1.3,55.2,39.4,27
BIHAR,14.7,38.6,6.1,2.2
BIHAR,7,6.3,0,72.8
BIHAR,2.4,4.8,6.6,5.7
BIHAR,9.4,0.1,28.2,13.1
BIHAR,5.5,8.5,23.9,25.4
BIHAR,0,38,18.1,1.4
BIHAR,0.2,22.7,8,29
BIHAR,8.2,57.1,22.5,6.4
BIHAR,0.6,16.5,0.3,25.3
BIHAR,2.7,19.7,7.9,5.8
BIHAR,0.6,0.1,1.8,29.5
BIHAR,40.2,7.7,3.8,11.6
BIHAR,0,19.2,31,2.6
BIHAR,26.8,0.6,6.5,21.2
BIHAR,12.2,4.6,0,9.6
BIHAR,1.3,35.1,1.5,13.5
BIHAR,2.5,12.7,1.8,8.8
BIHAR,7.7,1.8,7.7,52.9
BIHAR,16.3,0.6,29.7,12.8
BIHAR,24.2,36.4,31.9,3.1
BIHAR,41.2,21.5,0.1,18.3
BIHAR,51.6,1.1,11.4,16.2
BIHAR,11.6,7.6,13.6,6.6
BIHAR,1.3,32.4,11.4,1.6
BIHAR,0,8.2,0.5,14.8
BIHAR,28.3,13.1,0.7,62.1
BIHAR,30.1,13.7,3,9.1
BIHAR,21,19.6,0.6,0.7
BIHAR,7.7,6.9,4.6,7.7
BIHAR,0,66.3,0.8,10.7
BIHAR,12.4,17,0,2.9
BIHAR,5,42.3,11.3,1.7
BIHAR,0.9,43.8,65.5,5
BIHAR,16.2,2.8,0.7,4.6
BIHAR,34.4,43.5,14.7,18.2
BIHAR,34.7,16.9,0.2,40.7
BIHAR,27.3,32.6,42,34.1
BIHAR,50.7,24,1.4,32.4
BIHAR,0,21.3,5,52.3
BIHAR,5.6,5.6,10.2,7.5
BIHAR,11.1,7.5,3.6,11.3
BIHAR,16.5,42.8,5.7,35.5
BIHAR,9.8,11.8,22.1,2.2
BIHAR,7.3,1.5,5.8,8.2
BIHAR,1.1,10.3,20.1,24.6
BIHAR,29.7,4.2,8.7,16.7
BIHAR,12.5,8.4,0.8,0.6
BIHAR,20,6.7,2.3,11.9
BIHAR,19.3,4.7,9.6,5.3
BIHAR,75.2,2.8,11.6,0.5
BIHAR,16,2.7,4.7,26.4
BIHAR,81.2,1.5,9.4,18.6
BIHAR,1.4,0.1,42.7,5.2
BIHAR,11.7,35.8,1.4,2
BIHAR,13,7.8,9.5,20.8
BIHAR,3.4,1.7,9.4,17.5
BIHAR,1.4,3.3,2.4,21.9
BIHAR,0.4,1.2,15.7,7.1
BIHAR,21.2,6.9,0.1,0.9
BIHAR,0.2,0.1,38.6,30.6
BIHAR,29.1,1.7,7,3
BIHAR,5.2,9.3,9.7,20.7
BIHAR,22.1,13.4,3.2,17.9
BIHAR,17.3,14.6,5.1,91.4
BIHAR,12.9,38,2.7,3.2
BIHAR,22.9,10.2,3.8,4.4
BIHAR,3.9,0.7,21.9,9.9
BIHAR,9.1,4.1,12,11
BIHAR,2.3,12.4,0.9,8.9
BIHAR,5.3,2.9,1.3,17
BIHAR,13.4,27.8,16.8,24.5
BIHAR,23.4,19.4,2.3,21.3
BIHAR,4.7,2.4,9.5,7.9
BIHAR,31.3,5.7,14.3,47.9
BIHAR,4.4,6.1,28.2,14.7
BIHAR,13.1,1.7,8,45
BIHAR,28.6,33.9,1.3,11.2
BIHAR,8.8,0.5,0.5,8
BIHAR,1.1,13.9,0.5,16
BIHAR,0.7,3.7,5.4,37.7
BIHAR,1.2,15.3,27.3,46.9
BIHAR,8.9,8.7,6.9,0.2
BIHAR,0.3,30.2,13.8,14
BIHAR,14.5,6.3,7.9,8.9
BIHAR,2.6,3.1,0.1,2.6
BIHAR,9.4,4,24.5,24.5
BIHAR,28.3,29.1,1,7
BIHAR,6.8,11.6,2,0.1
BIHAR,26,21.7,0.2,3
BIHAR,10.5,1.1,2.9,29.3
BIHAR,8.4,11.2,23.6,26.6
BIHAR,0.1,0.2,0.4,3.8
BIHAR,0.5,12.1,3.6,37.2
BIHAR,1,0.5,3,12.6
BIHAR,13.4,11.3,2.2,25
BIHAR,13.2,39.7,10.2,21.9
BIHAR,22.7,2.1,2.2,32
BIHAR,13.9,14.3,12.1,7.7
BIHAR,0.1,0,1.9,19.2
BIHAR,0.2,34.2,25.4,20.3
BIHAR,25.6,4.4,3.2,10.4
BIHAR,0.3,0.4,1.1,2.9
BIHAR,0.1,1.1,0.2,6.5
BIHAR,4.2,7.7,9.2,23.9
BIHAR,18.1,2.7,7.3,20.4
BIHAR,5.1,22.6,0.6,32.3
BIHAR,17,33.5,8.4,0.7
BIHAR,12.8,1.8,27.2,38.7
EAST UTTAR PRADESH,62.6,31.3,8.2,1.1
EAST UTTAR PRADESH,6.1,2.3,2.4,2
EAST UTTAR PRADESH,8.2,0.4,1.3,0.7
EAST UTTAR PRADESH,7.3,1.5,8.3,0.4
EAST UTTAR PRADESH,16.8,23.6,20,5.4
EAST UTTAR PRADESH,5.7,58.2,6.7,0
EAST UTTAR PRADESH,2.1,74.9,19.2,20.3
EAST UTTAR PRADESH,19.2,15.7,7.7,0.8
EAST UTTAR PRADESH,8.4,5.4,0,66.6
EAST UTTAR PRADESH,4.4,0.2,0.5,1.6
EAST UTTAR PRADESH,40.1,0.1,29.1,2.2
EAST UTTAR PRADESH,16,7.3,6.5,5.7
EAST UTTAR PRADESH,0.6,37.1,32,0.5
EAST UTTAR PRADESH,1.3,16.1,21.8,8.3
EAST UTTAR PRADESH,12.5,45.5,25.6,5.8
EAST UTTAR PRADESH,0,20.1,0,6.9
EAST UTTAR PRADESH,7.9,32.2,8.4,3.9
EAST UTTAR PRADESH,0.6,0.1,5.3,4.3
EAST UTTAR PRADESH,46.2,9.6,2.9,6.5
EAST UTTAR PRADESH,0,12.5,13.6,0.8
EAST UTTAR PRADESH,41.2,0.7,2.5,8.5
EAST UTTAR PRADESH,27.6,5.7,0,4.4
EAST UTTAR PRADESH,1.2,38.1,0.1,0.1
EAST UTTAR PRADESH,11.5,7.3,1,0.2
EAST UTTAR PRADESH,5.2,0,0.4,16.7
EAST UTTAR PRADESH,11.3,2.5,44.6,14
EAST UTTAR PRADESH,6.4,21.3,15.5,1.6
EAST UTTAR PRADESH,24.9,84.3,0.7,12.7
EAST UTTAR PRADESH,42.4,1.4,13,1.7
EAST UTTAR PRADESH,11.3,16.8,5.2,3.5
EAST UTTAR PRADESH,0.5,27.4,1.8,0.2
EAST UTTAR PRADESH,0,5.5,2.2,1.4
EAST UTTAR PRADESH,14.8,18.5,2.9,37
EAST UTTAR PRADESH,33.7,1.6,12.5,1
EAST UTTAR PRADESH,19.9,18,0,10.8
EAST UTTAR PRADESH,6.3,31.1,4.1,4.6
EAST UTTAR PRADESH,0,58.3,1.4,6
EAST UTTAR PRADESH,24.5,11.5,0,1.7
EAST UTTAR PRADESH,14,21,4.3,1.1
EAST UTTAR PRADESH,8.3,20.9,31.5,5
EAST UTTAR PRADESH,19,5.6,0.4,0.2
EAST UTTAR PRADESH,56.2,55.8,7.9,4.7
EAST UTTAR PRADESH,24.3,7.3,0.1,20.7
EAST UTTAR PRADESH,19.2,41.6,63.7,12.4
EAST UTTAR PRADESH,46.5,1.8,1.7,14.9
EAST UTTAR PRADESH,0,25.7,0.5,26.9
EAST UTTAR PRADESH,17.3,7.3,11.3,0.7
EAST UTTAR PRADESH,28.3,9.9,0.5,0.7
EAST UTTAR PRADESH,3.8,41.3,1.2,3.8
EAST UTTAR PRADESH,28.8,7.5,19.8,0.2
EAST UTTAR PRADESH,27.4,10.9,21.6,6.1
EAST UTTAR PRADESH,2.8,12.8,33.7,2.7
EAST UTTAR PRADESH,32.4,6.3,1.3,3.4
EAST UTTAR PRADESH,36.5,32.1,1.7,0
EAST UTTAR PRADESH,34.4,9.6,1.2,1.9
EAST UTTAR PRADESH,21.5,5.7,12.3,1.2
EAST UTTAR PRADESH,44.2,0.4,18,1
EAST UTTAR PRADESH,14.6,3.2,5.8,4.4
EAST UTTAR PRADESH,53.2,4.2,4.8,4.1
EAST UTTAR PRADESH,9.6,0.1,36.3,2.9
EAST UTTAR PRADESH,24.7,25.6,0,1.6
EAST UTTAR PRADESH,28.6,17,9.2,4.8
EAST UTTAR PRADESH,14.8,2.4,10,8.6
EAST UTTAR PRADESH,1.6,6.6,0.2,3.7
EAST UTTAR PRADESH,2.1,0.7,9.9,19.3
EAST UTTAR PRADESH,13.5,8.8,0.2,0
EAST UTTAR PRADESH,2.1,0.1,30.5,9.2
EAST UTTAR PRADESH,28.8,5.5,4.5,2.6
EAST UTTAR PRADESH,2.8,2.6,2.9,7
EAST UTTAR PRADESH,31.3,41.3,8.4,2.1
EAST UTTAR PRADESH,15.7,11.6,7.1,39.6
EAST UTTAR PRADESH,9.7,23.4,3,1.1
EAST UTTAR PRADESH,11.7,18.3,0.7,0
EAST UTTAR PRADESH,0.5,3.2,4.9,0.2
EAST UTTAR PRADESH,13.5,7.6,13.1,0.8
EAST UTTAR PRADESH,6.1,3.5,0.2,5.7
EAST UTTAR PRADESH,10.3,3.7,0.1,9.8
EAST UTTAR PRADESH,27.9,27.2,31.6,9.6
EAST UTTAR PRADESH,27.6,30.6,2.3,6.8
EAST UTTAR PRADESH,3,4.2,8.9,0.3
EAST UTTAR PRADESH,19.6,3.7,11.8,4.8
EAST UTTAR PRADESH,34.7,9.9,40.3,11.1
EAST UTTAR PRADESH,20,1.6,0.7,24.9
EAST UTTAR PRADESH,24,23.5,1.4,9.4
EAST UTTAR PRADESH,20.8,0,0.5,2.2
EAST UTTAR PRADESH,7.1,36.5,0.9,5.6
EAST UTTAR PRADESH,11.1,6.4,2.6,6.4
EAST UTTAR PRADESH,2.3,11.1,17.4,14
EAST UTTAR PRADESH,14.5,4.3,9.3,0
EAST UTTAR PRADESH,0,42.6,9.5,1.8
EAST UTTAR PRADESH,8.6,10.9,7.9,3.9
EAST UTTAR PRADESH,9,8.7,0.3,1.2
EAST UTTAR PRADESH,1.7,5.1,23.2,8.9
EAST UTTAR PRADESH,22.2,24.7,0.1,9.5
EAST UTTAR PRADESH,19.2,23.1,1.9,2
EAST UTTAR PRADESH,55.6,39.6,0.6,2.5
EAST UTTAR PRADESH,6,0.4,0.6,13.3
EAST UTTAR PRADESH,9.5,8.6,14.2,6.6
EAST UTTAR PRADESH,8.7,6.8,0,0.2
EAST UTTAR PRADESH,2.6,5.3,2.9,10.5
EAST UTTAR PRADESH,1.1,1.4,1.3,4.2
EAST UTTAR PRADESH,15,26.1,0.6,2.5
EAST UTTAR PRADESH,13.8,36.9,2.6,8.8
EAST UTTAR PRADESH,22.8,1.8,0,8.7
EAST UTTAR PRADESH,14,14,10.3,0.9
EAST UTTAR PRADESH,0,0,10.7,7.8
EAST UTTAR PRADESH,0.1,46.6,25.8,3.2
EAST UTTAR PRADESH,3.1,2.4,0.2,3
EAST UTTAR PRADESH,0,1.1,0.8,0.6
EAST UTTAR PRADESH,2.2,10,0,0
EAST UTTAR PRADESH,1,2.7,1.6,2.9
EAST UTTAR PRADESH,20.3,1.2,3.4,2.8
EAST UTTAR PRADESH,6.1,59.6,2.7,8.7
EAST UTTAR PRADESH,47.4,25.8,15.4,1.7
EAST UTTAR PRADESH,30,4.1,48.2,23.2
WEST UTTAR PRADESH,51.4,25.6,9.5,0.7
WEST UTTAR PRADESH,4.6,4.6,0.6,4.8
WEST UTTAR PRADESH,13.4,0.4,1.2,0
WEST UTTAR PRADESH,6.3,2,29.7,0.4
WEST UTTAR PRADESH,32.3,26.6,14.8,3.6
WEST UTTAR PRADESH,3.3,63.2,21.5,0.2
WEST UTTAR PRADESH,13.8,64.8,17.6,27.2
WEST UTTAR PRADESH,22.4,11.4,1.7,1.9
WEST UTTAR PRADESH,16.7,6.1,0.1,69
WEST UTTAR PRADESH,11.1,2.5,0,1.4
WEST UTTAR PRADESH,63.8,0.5,31.6,0.8
WEST UTTAR PRADESH,24.5,6,8.5,4.1
WEST UTTAR PRADESH,0.2,37.4,27,1.8
WEST UTTAR PRADESH,0.1,8.5,21.8,17.9
WEST UTTAR PRADESH,20.2,60.7,50.3,7.4
WEST UTTAR PRADESH,0.1,17.9,0,2.5
WEST UTTAR PRADESH,9.7,25.6,11.7,16.8
WEST UTTAR PRADESH,7.2,0.7,10.9,4.9
WEST UTTAR PRADESH,68.6,4.4,3.3,5.8
WEST UTTAR PRADESH,5.2,9.3,9.7,0.4
WEST UTTAR PRADESH,50,0.7,1.1,3.4
WEST UTTAR PRADESH,36.8,4.1,0,1.6
WEST UTTAR PRADESH,4.9,39.7,0.3,0
WEST UTTAR PRADESH,29.1,20.3,2.2,0.2
WEST UTTAR PRADESH,4.2,0.2,0.1,5.5
WEST UTTAR PRADESH,13,8.2,53.7,14.6
WEST UTTAR PRADESH,0,23,19.2,4.4
WEST UTTAR PRADESH,28.6,89.9,1.9,7.8
WEST UTTAR PRADESH,26.3,2.5,1.9,5.7
WEST UTTAR PRADESH,23.8,18.3,0.6,2.6
WEST UTTAR PRADESH,0.5,25.9,6.3,0.4
WEST UTTAR PRADESH,0,4.2,13,4.2
WEST UTTAR PRADESH,5.5,14.7,6,19.6
WEST UTTAR PRADESH,28.1,1.8,27.7,1
WEST UTTAR PRADESH,28.4,22,2.8,15.9
WEST UTTAR PRADESH,3.5,16.9,11.9,2.5
WEST UTTAR PRADESH,0.3,64.6,1.8,11.5
WEST UTTAR PRADESH,39.2,5.9,0.1,1.1
WEST UTTAR PRADESH,8,21.2,6.3,0.6
WEST UTTAR PRADESH,21.1,39.3,19.1,5.8
WEST UTTAR PRADESH,35.6,8.3,1.6,0
WEST UTTAR PRADESH,33.2,54.3,1.3,5.9
WEST UTTAR PRADESH,25.8,0.5,2.8,13.9
WEST UTTAR PRADESH,32.3,43.2,44.4,25.1
WEST UTTAR PRADESH,35.5,0,0.5,4.6
WEST UTTAR PRADESH,0.1,19.3,0.7,11.9
WEST UTTAR PRADESH,18.1,12.2,11,0.2
WEST UTTAR PRADESH,37.2,18.8,11.9,0.3
WEST UTTAR PRADESH,0.6,38.3,3.4,3.2
WEST UTTAR PRADESH,21.1,5.8,21.2,0.7
WEST UTTAR PRADESH,16.4,8.2,34.9,6.6
WEST UTTAR PRADESH,6.6,20,23.4,2.6
WEST UTTAR PRADESH,36.9,0.5,0,5.9
WEST UTTAR PRADESH,34.9,67.6,11,0.1
WEST UTTAR PRADESH,44.8,5.7,2.4,3.3
WEST UTTAR PRADESH,23.1,4.3,22.2,0.4
WEST UTTAR PRADESH,59.7,0.3,29.1,5.4
WEST UTTAR PRADESH,7.7,2.8,3.5,5.5
WEST UTTAR PRADESH,46.3,3.9,5.7,1.3
WEST UTTAR PRADESH,11.6,0,33.9,2.3
WEST UTTAR PRADESH,44.5,33.1,0.1,2.1
WEST UTTAR PRADESH,34,18.6,15.1,0.8
WEST UTTAR PRADESH,13.6,5,5.2,3.5
WEST UTTAR PRADESH,2.3,0.8,1.9,0.6
WEST UTTAR PRADESH,8,10.4,10.6,21.1
WEST UTTAR PRADESH,6,13,0.8,0.2
WEST UTTAR PRADESH,0.5,0.1,34.4,1.3
WEST UTTAR PRADESH,21.8,8.4,10,0.3
WEST UTTAR PRADESH,5.8,3,10,4.8
WEST UTTAR PRADESH,37.8,44.6,9.3,0.1
WEST UTTAR PRADESH,10.9,12.5,2.9,11.5
WEST UTTAR PRADESH,4,26.3,4.5,3.1
WEST UTTAR PRADESH,7.5,12.7,2.6,0
WEST UTTAR PRADESH,0.2,0.7,0.8,0.1
WEST UTTAR PRADESH,13.4,7.8,7,0.8
WEST UTTAR PRADESH,1.5,11.9,2.9,2.3
WEST UTTAR PRADESH,15.9,2.8,0.2,20
WEST UTTAR PRADESH,6,31.7,57.1,8.3
WEST UTTAR PRADESH,45.1,48.6,10.6,2.3
WEST UTTAR PRADESH,4.5,4.8,19.3,0.4
WEST UTTAR PRADESH,19,5.2,13.4,1.3
WEST UTTAR PRADESH,30.5,8.3,61.8,23.8
WEST UTTAR PRADESH,28.1,5.4,5.5,59.8
WEST UTTAR PRADESH,24.7,27.5,0.6,7.4
WEST UTTAR PRADESH,7.5,0,1.7,6.9
WEST UTTAR PRADESH,14.8,46.5,5.7,3.9
WEST UTTAR PRADESH,15.2,13.1,2.7,1.8
WEST UTTAR PRADESH,3.5,11.4,26.6,8
WEST UTTAR PRADESH,24.6,1.1,15.4,0
WEST UTTAR PRADESH,0,67.5,9.2,0.7
WEST UTTAR PRADESH,2.9,18.9,7.5,2.9
WEST UTTAR PRADESH,14.2,9.7,4,0.3
WEST UTTAR PRADESH,3.7,13.5,21.2,1
WEST UTTAR PRADESH,24,17.3,0,12.4
WEST UTTAR PRADESH,30.1,11.2,7.9,3.7
WEST UTTAR PRADESH,24.8,55.8,2.7,0.4
WEST UTTAR PRADESH,3.8,0.7,2.4,19.2
WEST UTTAR PRADESH,3.3,8.1,23.5,9
WEST UTTAR PRADESH,19.3,1.1,0,0
WEST UTTAR PRADESH,8.8,22.9,1.7,2.1
WEST UTTAR PRADESH,2.5,2.3,2.6,12
WEST UTTAR PRADESH,16.8,37.6,2,0.7
WEST UTTAR PRADESH,18.6,40.4,2.5,4.4
WEST UTTAR PRADESH,20.6,0.7,0,20
WEST UTTAR PRADESH,10.1,17.9,22.6,1.2
WEST UTTAR PRADESH,0.5,0,20.2,4
WEST UTTAR PRADESH,0.4,66.9,37.4,0.9
WEST UTTAR PRADESH,0.9,0.2,0,4
WEST UTTAR PRADESH,1.3,3.9,1.2,8.7
WEST UTTAR PRADESH,3.2,13.7,0.2,0.4
WEST UTTAR PRADESH,2.1,10.4,3.9,2.8
WEST UTTAR PRADESH,14.5,0.1,1.4,4.7
WEST UTTAR PRADESH,20.4,69.5,3.5,1.6
WEST UTTAR PRADESH,48.3,29.4,22.6,5.3
WEST UTTAR PRADESH,31.6,7.2,66.8,21
UTTARAKHAND,134.5,81.4,44.5,5.9
UTTARAKHAND,0,17,52.2,63.7
UTTARAKHAND,68,7.9,87.6,10.3
UTTARAKHAND,40,5.2,78.3,13.6
UTTARAKHAND,115.4,80.7,99.8,26.1
UTTARAKHAND,26.1,162,36.8,10.1
UTTARAKHAND,49.4,131.6,144.4,41.7
UTTARAKHAND,49.4,74.6,6.3,31.8
UTTARAKHAND,75.8,43.1,8.7,64.6
UTTARAKHAND,34.6,38.8,12.1,21.4
UTTARAKHAND,211.4,4.2,190.3,20.4
UTTARAKHAND,79,31.1,44.5,27.8
UTTARAKHAND,11.4,91.8,70.3,24.4
UTTARAKHAND,0.9,119.9,115.7,50.2
UTTARAKHAND,32.4,126.3,101,40.6
UTTARAKHAND,3.9,35.6,1.9,20.6
UTTARAKHAND,7.6,55.4,64.9,80.1
UTTARAKHAND,17.2,0,73.9,85.6
UTTARAKHAND,158.9,46.7,44.1,40.2
UTTARAKHAND,6.1,52.7,100.7,10
UTTARAKHAND,101,5.6,12.5,19.7
UTTARAKHAND,86.4,34.4,11.7,21
UTTARAKHAND,80.5,146.6,18.5,10.8
UTTARAKHAND,42.5,60.1,27.7,6.8
UTTARAKHAND,34.3,17.7,11.7,43.5
UTTARAKHAND,22,28.2,143,52
UTTARAKHAND,13.7,121.8,53.2,24.5
UTTARAKHAND,89.5,150.1,27.2,40.2
UTTARAKHAND,52.9,33.2,16.9,21.7
UTTARAKHAND,65.7,72.7,52.1,34.8
UTTARAKHAND,7.8,89.9,45.1,1.9
UTTARAKHAND,1.9,18.5,34.3,12.8
UTTARAKHAND,51.7,67.2,23.4,52.6
UTTARAKHAND,66.3,10.4,21,8.6
UTTARAKHAND,93,34.5,26.7,37.8
UTTARAKHAND,6.9,54.7,42.2,33.6
UTTARAKHAND,10.5,149.3,7.2,43.9
UTTARAKHAND,122.5,85.4,7.5,4.5
UTTARAKHAND,21.1,82.1,39.2,15.5
UTTARAKHAND,49.2,100.5,57.3,21.8
UTTARAKHAND,58.2,37.3,14,4.4
UTTARAKHAND,109,81.8,17.6,53.4
UTTARAKHAND,61.2,17.6,27.8,53.5
UTTARAKHAND,76.6,72,62.6,51.2
UTTARAKHAND,120.2,4.5,39.3,42.7
UTTARAKHAND,0.5,47.9,20.4,64.8
UTTARAKHAND,46.8,52.2,47.7,1.6
UTTARAKHAND,1.6,103,121.6,23.8
UTTARAKHAND,7.3,135.5,32.4,29
UTTARAKHAND,59.5,30.3,55,2.7
UTTARAKHAND,54,41.8,46.8,30.7
UTTARAKHAND,39.4,61.1,125.5,19.9
UTTARAKHAND,118.1,14.8,18.3,34.7
UTTARAKHAND,117.9,155.7,22.3,5.2
UTTARAKHAND,84.7,14.2,51.9,41.1
UTTARAKHAND,40.5,24.9,105.3,15.1
UTTARAKHAND,166.4,6.6,77.5,73.3
UTTARAKHAND,59.2,16.5,38.7,23.3
UTTARAKHAND,68,93.3,58.1,20.3
UTTARAKHAND,80,1.4,97.1,33.5
UTTARAKHAND,126.3,133.7,24.1,20.5
UTTARAKHAND,79.5,86.3,68.7,27.3
UTTARAKHAND,17.4,35.5,130.9,51.4
UTTARAKHAND,89.7,72.5,75,48.4
UTTARAKHAND,44.4,159.5,119.3,62.1
UTTARAKHAND,3.2,86.6,48.9,17.8
UTTARAKHAND,11,35,112.5,26
UTTARAKHAND,173.1,122.8,62.9,49
UTTARAKHAND,79.8,43.1,49,60.7
UTTARAKHAND,85.9,44,32.7,5.7
UTTARAKHAND,52.4,101.4,45.3,69
UTTARAKHAND,30.3,91.7,44.7,50.5
UTTARAKHAND,73,65.7,47.8,1.8
UTTARAKHAND,56.8,28,18.2,12.2
UTTARAKHAND,75.4,70.5,69.6,1.1
UTTARAKHAND,12.7,58.4,31.2,22.1
UTTARAKHAND,47,7.8,4.5,65.2
UTTARAKHAND,34.6,83.1,187.3,51.2
UTTARAKHAND,50.6,68.4,65.9,23.6
UTTARAKHAND,21.7,55.7,60.3,15.6
UTTARAKHAND,67.6,27.8,81.3,23.7
UTTARAKHAND,61.9,58.6,143.2,78.2
UTTARAKHAND,80.9,45.5,92.1,132.9
UTTARAKHAND,19.6,128.9,14.6,42
UTTARAKHAND,54.3,9.6,14,40.9
UTTARAKHAND,3.8,68.4,85.4,70.7
UTTARAKHAND,29.8,61.7,30.3,48.8
UTTARAKHAND,18.1,81.6,136.5,26.3
UTTARAKHAND,91,14.7,30.3,9.9
UTTARAKHAND,0.8,97.1,91.3,20.4
UTTARAKHAND,13.2,58,52,51.6
UTTARAKHAND,71.3,32.5,46.1,2.9
UTTARAKHAND,77.1,70.3,162.8,19.8
UTTARAKHAND,56.7,84.2,11,69.8
UTTARAKHAND,98.9,123.6,79.9,41.4
UTTARAKHAND,49.7,89.6,67.1,28.4
UTTARAKHAND,42.1,14.9,31.2,90.5
UTTARAKHAND,9.6,68.4,106.2,73
UTTARAKHAND,33,11.4,1.4,1.2
UTTARAKHAND,29.9,69.4,37.9,18.1
UTTARAKHAND,22.7,27.9,83.4,48.2
UTTARAKHAND,53.8,123.2,100,76.3
UTTARAKHAND,40.7,126,99.7,54.1
UTTARAKHAND,58.5,11.7,0,51.5
UTTARAKHAND,64.1,83.2,54.2,12.8
UTTARAKHAND,48.7,9.6,71.7,52.2
UTTARAKHAND,1.7,138.9,123.1,41.1
UTTARAKHAND,55.6,11.7,18.1,93
UTTARAKHAND,1.8,27.6,18.8,18.4
UTTARAKHAND,11.4,62.1,3.8,13.8
UTTARAKHAND,30.9,65.2,18,30.9
UTTARAKHAND,38.8,11.9,28.1,39.2
UTTARAKHAND,73,188.3,22,24.7
UTTARAKHAND,45.9,99.9,68.4,37.6
UTTARAKHAND,54.5,62.6,127.3,57.3
HARYANA DELHI & CHANDIGARH,35.4,28.9,11.1,0
HARYANA DELHI & CHANDIGARH,0,0.7,2.9,10.2
HARYANA DELHI & CHANDIGARH,14.7,0.5,2.3,0.5
HARYANA DELHI & CHANDIGARH,7.6,0.7,48,0.5
HARYANA DELHI & CHANDIGARH,44.8,20.8,14,1.3
HARYANA DELHI & CHANDIGARH,3.6,64.1,31.4,0.1
